town,greek_name,turkish_name,population,male_population,female_population,district,roc_control,lat,lon,gm_id,is_dimos,population_2006,male_population_2006,female_population_2006,district_raw,subdistrict,municipality,lat_g,lon_g
Kalo Chorio,Καλό Χωριό,Çamlıköy,170,79,91,Güzelyurt,False,35.1156597,32.8769913,ChIJAzmtTDVY5xQRUIkSXcYjHX8,False,255.0,124.0,131.0,Güzelyurt,Lefke,Lefke,35.1140935,32.8733117
Xeros,Ξερός,Deni̇zli̇,460,238,222,Güzelyurt,False,35.1474,32.8499,ChIJW2dQ9YxY5xQR7UjsWMVoXM0,False,573.0,313.0,260.0,Güzelyurt,Lefke,Lefke,35.1471499,32.8498745
Elia,Ελιά,Doğancı,1299,662,637,Güzelyurt,False,35.1331227,32.913372,ChIJe0vMruVX5xQRdlKV_XZjxnU,False,1291.0,654.0,637.0,Güzelyurt,Lefke,Lefke,35.1380434,32.9155906
Kazivera,Καζιβερά,Gazi̇veren,1042,518,524,Güzelyurt,False,35.1724843,32.9164496,ChIJEXCaWzf43RQR7zTW95TGTfo,False,1002.0,508.0,494.0,Güzelyurt,Lefke,Lefke,35.1674849,32.9155906
Agkolem,Αγκολέμ,Taşpınar,181,92,89,Güzelyurt,False,35.118146,32.948238,ChIJSytdCzRW5xQRJUyZzLdv1n4,False,212.0,115.0,97.0,Güzelyurt,Lefke,Lefke,35.1179217,32.9494009
Potamos,Ποταμός,Yedi̇dalga,669,329,340,Güzelyurt,False,35.1462068,32.8036484,ChIJcb1P3tJY5xQRmfZXUDXRy0s,False,767.0,397.0,370.0,Güzelyurt,Lefke,Lefke,35.144474,32.8056285
Limnitis,Λιμνίτης,Yeşi̇lırmak,458,227,231,Güzelyurt,False,35.1675235,32.7394894,ChIJ7fWEp8df5xQR6HUUmDmX6gk,False,410.0,210.0,200.0,Güzelyurt,Lefke,Lefke,35.1667086,32.732254
Pentageia,Πεντάγεια,Yeşi̇lyurt,1218,637,581,Güzelyurt,False,35.1531147,32.8844033,ChIJpSgobwpY5xQRwtSdyBiNSQU,False,1278.0,701.0,577.0,Güzelyurt,Lefke,Lefke,35.1483418,32.8817689
Mantres,Μάντρες,Ağıllar,188,91,97,Iskele,False,35.3467225,33.799342,ChIJUSNwLkyt3xQRSomsft-WRec,False,176.0,87.0,89.0,İskele,İskele,İskele,35.3480408,33.8132141
Agios Iakovos,Άγιος Ιάκωβος,Altınova,229,115,114,Iskele,False,35.3267871,33.8143125,ChIJY7u8o6Oy3xQRg_sVkgyCKqo,False,250.0,115.0,135.0,İskele,İskele,İskele,35.3153248,33.824381
Ardana,Άρδανα,Ardahan,330,170,160,Iskele,False,35.3568042,33.8860095,ChIJK0xTfYKu3xQRkpKVIOf3KIA,False,350.0,178.0,172.0,İskele,İskele,İskele,35.3555716,33.8969328
Agios Georgios,Άγιος Γεώργιος,Aygün,414,209,205,Iskele,False,35.2561997,33.8627363,ChIJz0sKlpSz3xQRfqCrh0TGdtE,False,380.0,187.0,193.0,İskele,İskele,İskele,35.2587458,33.8801952
Mpogazi,Μπογάζι,Boğaz,157,86,71,Iskele,False,35.3150486,33.9505828,ChIJUasau5ev3xQRzJkaQJUAR-A,False,295.0,186.0,109.0,İskele,İskele,İskele,35.316774,33.9540969
Lapathos,Λάπαθος,Boğazi̇çi̇,514,252,262,Iskele,False,35.2693567,33.8256878,ChIJZSUjjWyz3xQRNs6Qsmp39nA,False,475.0,234.0,241.0,İskele,İskele,İskele,35.272867,33.8355465
Monarga,Μόναργα,Boğaztepe,312,151,161,Iskele,False,35.320503,33.9455111,ChIJpZeEvrmv3xQRkQn98z8idbo,False,444.0,280.0,164.0,İskele,İskele,İskele,35.3169997,33.9457337
Ovgoros,Όβγορος,Ergazi̇,202,94,108,Iskele,False,35.3656835,33.9378592,ChIJQ1UAPi-v3xQR1V4TY1l3_68,False,207.0,92.0,115.0,İskele,İskele,İskele,35.3771934,33.9359756
Gastria,Γαστριά,Kaleci̇k,435,225,210,Iskele,False,35.3424739,33.9998073,ChIJ8Ue0K8Ol3xQRBAocAhcv6Ys,False,308.0,171.0,137.0,İskele,İskele,İskele,35.3338704,33.9805756
Aygolida,Αυγολίδα,Kurtuluş,106,55,51,Iskele,False,35.355337,33.9624173,ChIJh8Yz8E-v3xQRvTvUBpX0qFs,False,86.0,44.0,42.0,İskele,İskele,İskele,35.3522187,33.9610657
Arnadi,Αρναδί,Kuzucuk,344,183,161,Iskele,False,35.2374507,33.8594461,ChIJ_ZP9CnS03xQRzYR6mME076Y,False,283.0,149.0,134.0,İskele,İskele,İskele,35.2366033,33.8578735
Spathariko,Σπαθαρικό,Ötüken,550,267,283,Iskele,False,35.2346419,33.8723517,ChIJ57M9VAi03xQRtd2YBqUErx4,False,386.0,192.0,194.0,İskele,İskele,İskele,35.2359621,33.882985
Sygkrasi,Σύγκραση,Sınırüstü,186,99,87,Iskele,False,35.2723811,33.8520394,ChIJJwpkVKWz3xQRkigOcbpOlh8,False,154.0,85.0,69.0,İskele,İskele,İskele,35.2852727,33.8578735
Agios Andronikos,Άγιος Ανδρόνικος,Topçuköy,310,150,160,Iskele,False,35.3397904,33.8734104,ChIJffxtwMSt3xQRk3m4vey4iDQ,False,336.0,169.0,167.0,İskele,İskele,İskele,35.3339151,33.8578735
Gerani,Γεράνι,Turnalar,142,75,67,Iskele,False,35.3598968,33.9219379,ChIJSzXsUtyu3xQR1VXj5GR6kdU,False,134.0,72.0,62.0,İskele,İskele,İskele,35.3515836,33.9248222
Agios Ilias,Άγιος Ηλίας,Yarköy,429,208,221,Iskele,False,35.3284553,33.9289152,ChIJrdCyc1Ou3xQRxHhmQxG1Cfk,False,348.0,177.0,171.0,İskele,İskele,İskele,35.3286036,33.9359756
Komi Kepir,Κώμη Κεπήρ,Büyükkonuk,812,435,377,Iskele,False,35.4104388,33.9935574,ChIJNXgAoeqn3xQRQyZwR32q9Bc,False,775.0,399.0,376.0,İskele,Mehmetçik,Büyükkonuk,35.4243568,33.986149
Davlos,Δαυλός,Kaplıca,389,197,192,Iskele,False,35.4214136,33.904832,ChIJfR7-IQip3xQRY1J_oXkCTf4,False,408.0,205.0,203.0,İskele,Mehmetçik,Büyükkonuk,35.4134201,33.9136675
Krideia,Κρίδεια,Ki̇li̇tkaya,172,82,90,Iskele,False,35.3944713,33.9734023,ChIJKaLbloGo3xQRiI0jnDWioi0,False,177.0,87.0,90.0,İskele,Mehmetçik,Büyükkonuk,35.3895332,33.9582783
Flamoudi,Φλαμούδι,Mersi̇nli̇k,158,80,78,Iskele,False,35.3965417,33.8571123,ChIJj1VTB3as3xQRMg9DvvjtqCs,False,169.0,87.0,82.0,İskele,Mehmetçik,Büyükkonuk,35.3922503,33.8578735
Livadia,Λιβάδια,Sazlıköy,44,23,21,Iskele,False,35.3991,34.0257,ChIJTeADeQyn3xQRXkzFnnGoJEk,False,96.0,46.0,50.0,İskele,Mehmetçik,Büyükkonuk,35.3938178,34.036295
Patriki,Πατρίκι,Tuzluca,389,216,173,Iskele,False,35.3629784,33.9970998,ChIJEW9CzxKm3xQRo5ptbTi1y_0,False,334.0,165.0,169.0,İskele,Mehmetçik,Büyükkonuk,35.3594694,33.9917222
Eptakomi,Επτακώμη,Yedi̇konuk,860,436,424,Iskele,False,35.4459392,34.0312656,ChIJD8EXgbAJ3xQRV86efYs1Lyg,False,859.0,450.0,409.0,İskele,Mehmetçik,Büyükkonuk,35.4489622,34.0307246
Agios Eystathios,Άγιος Ευστάθιος,Zeybekköy,36,18,18,Iskele,False,35.389416,34.0143602,ChIJWxKL7aun3xQRGTaHKC59KNg,False,31.0,16.0,15.0,İskele,Mehmetçik,Büyükkonuk,35.386124,34.0223683
Galateia,Γαλάτεια,Mehmetçi̇k,1249,633,616,Iskele,False,35.4221242,34.0693265,ChIJz4xBRhkK3xQRmThc7yJ3-xA,False,1196.0,621.0,575.0,İskele,Mehmetçik,Mehmetçik,35.415337,34.0752783
Vokolida,Βοκολίδα,Bafra,1019,706,313,Iskele,False,35.379518,34.0712539,ChIJo133OM6g3xQR4lp7rm3fOrY,False,514.0,344.0,170.0,İskele,Mehmetçik,Mehmetçik,35.3734501,34.0697103
Platanissos,Πλατανισσός,Balalan,89,43,46,Iskele,False,35.4783568,34.1069526,ChIJX5IB3X0M3xQRnOGYt_iti0I,False,97.0,47.0,50.0,İskele,Mehmetçik,Mehmetçik,35.4827208,34.0919803
Agios Theodoros,Άγιος Θεόδωρος,Çayırova,406,210,196,Iskele,False,35.3660363,34.0297851,ChIJISBzmemm3xQRbHjlmIap3DY,False,430.0,221.0,209.0,İskele,Mehmetçik,Mehmetçik,35.3519049,34.0307246
Koma Gialou,Κώμα Γιαλού,Kumyalı,686,342,344,Iskele,False,35.4276576,34.1316404,ChIJYXp-AiAL3xQRtoMhux70cfw,False,666.0,344.0,322.0,İskele,Mehmetçik,Mehmetçik,35.4235636,34.1253751
Tavros,Ταύρος,Pamuklu,280,141,139,Iskele,False,35.3977953,34.0765548,ChIJc-oXFqWg3xQRFdJRKq-xF_U,False,256.0,129.0,127.0,İskele,Mehmetçik,Mehmetçik,35.3926183,34.0780622
Kantara,Καντάρα,Kantara,21,19,2,Iskele,False,35.387272,33.8984756,ChIJjZyEuU2p3xQROD6uAAxEHCg,False,3.0,2.0,1.0,İskele,Mehmetçik,Mehmetçik,35.3871012,33.8990248
Galinoporni,Γαληνόπορνη,Kaleburnu,333,158,175,Iskele,False,35.5224385,34.3026647,ChIJO9rzvaZv3xQR3bJFs5MUGq8,False,351.0,157.0,194.0,İskele,Yeni,Dipkarpaz,35.521343,34.3032719
Gialousa,Γιαλούσα,Yeni̇ Erenköy,1774,874,900,Iskele,False,35.5352105,34.1896124,ChIJx9sAZHNt3xQR7rlOtL4guiY,False,1640.0,816.0,824.0,İskele,Yeni,Yeni,35.5347254,34.1865669
Melanagra,Μελάναγρα,Adaçay,100,51,49,Iskele,False,35.5143199,34.1990045,ChIJLdStg31y3xQRDkjvMJyd_oA,False,88.0,44.0,44.0,İskele,Yeni,Yeni,35.5066918,34.2060283
Agios Symeon,Αγιος Συμεών,Avtepe,119,56,63,Iskele,False,35.4911828,34.2184691,ChIJL1aTzkZy3xQR9fXfZJVqp48,False,151.0,67.0,84.0,İskele,Yeni,Yeni,35.4847601,34.236602
Lythragkomi,Λυθράγκωμη,Boltaşlı,228,118,110,Iskele,False,35.4780938,34.1674017,ChIJq2tM1Dtz3xQRio98UMYlW4o,False,266.0,143.0,123.0,İskele,Yeni,Yeni,35.4674542,34.1698823
Vathylakas,Βαθύλακας,Deri̇nce,488,250,238,Iskele,False,35.4837899,34.1876376,ChIJx0LR8_By3xQRQM3NU_m4cio,False,524.0,264.0,260.0,İskele,Yeni,Yeni,35.4700019,34.1921277
Koilanemos,Κοιλάνεμος,Esenköy,58,26,32,Iskele,False,35.4928658,34.1433772,ChIJ61ThRtEM3xQRkPeCY9yZEm8,False,58.0,28.0,30.0,İskele,Yeni,Yeni,35.4893751,34.13928600000001
Vasili,Βασίλι,Geli̇nci̇k,496,245,251,Iskele,False,35.4729595,34.150295,ChIJadCyZLMM3xQRTTqTp9vMMA8,False,458.0,233.0,225.0,İskele,Yeni,Yeni,35.4516433,34.1587576
Koroveia,Κοροβεία,Kuruova,132,58,74,Iskele,False,35.5108618,34.2741346,ChIJneqaDzpu3xQRNuMuM_dsljA,False,145.0,64.0,81.0,İskele,Yeni,Yeni,35.5030642,34.2699432
Agia Trias,Αγία Τριάς,Si̇pahi̇,614,295,319,Iskele,False,35.5426055,34.2245714,ChIJRe5YJrdt3xQRNMiDadjI280,False,659.0,322.0,337.0,İskele,Yeni,Yeni,35.5331526,34.236602
Neta,Νέτα,Taşlıca,80,40,40,Iskele,False,35.4697834,34.2140289,ChIJKVz5NrZz3xQRC0ySgw6qt50,False,99.0,53.0,46.0,İskele,Yeni,Yeni,35.4643867,34.2171472
Agios Andronikos,Άγιος Ανδρόνικος,Yeşi̇lköy,799,411,388,Iskele,False,35.5050355,34.1624713,ChIJ_bg3-89y3xQRWY8WMwdxxjA,False,777.0,386.0,391.0,İskele,Yeni,Yeni,35.5031406,34.1643201
Leonariso,Λεωνάρισο,Zi̇yamet,739,387,352,Iskele,False,35.4685128,34.1382889,ChIJv1L4zExz3xQRlKeaoS9biFo,False,715.0,365.0,350.0,İskele,Yeni,Yeni,35.4623398,34.1253751
Kokkina,Κόκκινα,Erenköy,0,0,0,Lefke,False,35.1790022,32.6097115,ChIJ_Sn_GWVh5xQRezW4HeaNPhE,False,0.0,0.0,0.0,Lefke,Lefke,Lefke,35.179457,32.610868
