town,greek_name,turkish_name,population,male_population,female_population,district,roc_control,lat,lon,gm_id,is_dimos,population_2006,male_population_2006,female_population_2006,subdistrict,municipality,lat_g,lon_g
Platanissos,Πλατανισσός,Balalan,89,43,46,İskele,False,35.4783568,34.1069526,ChIJX5IB3X0M3xQRnOGYt_iti0I,False,97.0,47.0,50.0,Mehmetçik,Mehmetçik,35.4827208,34.0919803
Agios Theodoros,Άγιος Θεόδωρος,Çayırova,406,210,196,İskele,False,35.3660363,34.0297851,ChIJISBzmemm3xQRbHjlmIap3DY,False,430.0,221.0,209.0,Mehmetçik,Mehmetçik,35.3519049,34.0307246
Koma Gialou,Κώμα Γιαλού,Kumyalı,686,342,344,İskele,False,35.4276576,34.1316404,ChIJYXp-AiAL3xQRtoMhux70cfw,False,666.0,344.0,322.0,Mehmetçik,Mehmetçik,35.4235636,34.1253751
Tavros,Ταύρος,Pamuklu,280,141,139,İskele,False,35.3977953,34.0765548,ChIJc-oXFqWg3xQRFdJRKq-xF_U,False,256.0,129.0,127.0,Mehmetçik,Mehmetçik,35.3926183,34.0780622
Kantara,Καντάρα,Kantara,21,19,2,İskele,False,35.387272,33.8984756,ChIJjZyEuU2p3xQROD6uAAxEHCg,False,3.0,2.0,1.0,Mehmetçik,Mehmetçik,35.3871012,33.8990248
Galinoporni,Γαληνόπορνη,Kaleburnu,333,158,175,İskele,False,35.5224385,34.3026647,ChIJO9rzvaZv3xQR3bJFs5MUGq8,False,351.0,157.0,194.0,Yeni,Dipkarpaz,35.521343,34.3032719
Gialousa,Γιαλούσα,Yeni̇ Erenköy,1774,874,900,İskele,False,35.5352105,34.1896124,ChIJx9sAZHNt3xQR7rlOtL4guiY,False,1640.0,816.0,824.0,Yeni,Yeni,35.5347254,34.1865669
Melanagra,Μελάναγρα,Adaçay,100,51,49,İskele,False,35.5143199,34.1990045,ChIJLdStg31y3xQRDkjvMJyd_oA,False,88.0,44.0,44.0,Yeni,Yeni,35.5066918,34.2060283
Agios Symeon,Αγιος Συμεών,Avtepe,119,56,63,İskele,False,35.4911828,34.2184691,ChIJL1aTzkZy3xQR9fXfZJVqp48,False,151.0,67.0,84.0,Yeni,Yeni,35.4847601,34.236602
Lythragkomi,Λυθράγκωμη,Boltaşlı,228,118,110,İskele,False,35.4780938,34.1674017,ChIJq2tM1Dtz3xQRio98UMYlW4o,False,266.0,143.0,123.0,Yeni,Yeni,35.4674542,34.1698823
Vathylakas,Βαθύλακας,Deri̇nce,488,250,238,İskele,False,35.4837899,34.1876376,ChIJx0LR8_By3xQRQM3NU_m4cio,False,524.0,264.0,260.0,Yeni,Yeni,35.4700019,34.1921277
Koilanemos,Κοιλάνεμος,Esenköy,58,26,32,İskele,False,35.4928658,34.1433772,ChIJ61ThRtEM3xQRkPeCY9yZEm8,False,58.0,28.0,30.0,Yeni,Yeni,35.4893751,34.13928600000001
Vasili,Βασίλι,Geli̇nci̇k,496,245,251,İskele,False,35.4729595,34.150295,ChIJadCyZLMM3xQRTTqTp9vMMA8,False,458.0,233.0,225.0,Yeni,Yeni,35.4516433,34.1587576
Koroveia,Κοροβεία,Kuruova,132,58,74,İskele,False,35.5108618,34.2741346,ChIJneqaDzpu3xQRNuMuM_dsljA,False,145.0,64.0,81.0,Yeni,Yeni,35.5030642,34.2699432
Agia Trias,Αγία Τριάς,Si̇pahi̇,614,295,319,İskele,False,35.5426055,34.2245714,ChIJRe5YJrdt3xQRNMiDadjI280,False,659.0,322.0,337.0,Yeni,Yeni,35.5331526,34.236602
Neta,Νέτα,Taşlıca,80,40,40,İskele,False,35.4697834,34.2140289,ChIJKVz5NrZz3xQRC0ySgw6qt50,False,99.0,53.0,46.0,Yeni,Yeni,35.4643867,34.2171472
Agios Andronikos,Άγιος Ανδρόνικος,Yeşi̇lköy,799,411,388,İskele,False,35.5050355,34.1624713,ChIJ_bg3-89y3xQRWY8WMwdxxjA,False,777.0,386.0,391.0,Yeni,Yeni,35.5031406,34.1643201
Leonariso,Λεωνάρισο,Zi̇yamet,739,387,352,İskele,False,35.4685128,34.1382889,ChIJv1L4zExz3xQRlKeaoS9biFo,False,715.0,365.0,350.0,Yeni,Yeni,35.4623398,34.1253751
Kokkina,Κόκκινα,Erenköy,0,0,0,Lefke,False,35.1790022,32.6097115,ChIJ_Sn_GWVh5xQRezW4HeaNPhE,False,0.0,0.0,0.0,Lefke,Lefke,35.179457,32.610868
