geo_code,town,population,male_population,female_population,district,is_dimos,lat,lon
5343,Καμινάρια,44,19,25,Λεμεσού,False,34.9279581,32.7837628
5344,Τρεις Ελιές,25,11,14,Λεμεσού,False,34.9328386,32.793992
5345,Λεμίθου,88,38,50,Λεμεσού,False,34.9510501,32.8138436
5350,Κάτω Πλάτρες (Toρνάρηδες),148,68,80,Λεμεσού,False,34.8797205,32.8420213
5351,Πάνω Πλάτρες,239,109,130,Λεμεσού,False,34.8880353,32.8643444
5352,Φοινί,391,173,218,Λεμεσού,False,34.8938825,32.8365745
5355,Αμίαντος,228,114,114,Λεμεσού,False,34.9173137,32.9370119
5360,Άγιος Θεόδωρος Λεμεσού,65,31,34,Λεμεσού,False,34.8937915,33.0331615
5361,Άγιος Ιωάννης Λεμεσού,339,166,173,Λεμεσού,False,34.6776126,33.0183948
5362,Κάτω Μύλος,50,23,27,Λεμεσού,False,34.8946913,33.006335
5363,Ποταμίτισσα,62,28,34,Λεμεσού,False,34.9075123,32.9897087
5364,Δύμες,165,81,84,Λεμεσού,False,34.91693410000001,32.9843429
5365,Πελένδρι,1074,528,546,Λεμεσού,False,34.8959786,32.96608
5366,Αγρός,806,403,403,Λεμεσού,False,34.9173092,33.0177292
5367,Αγρίδια,104,48,56,Λεμεσού,False,34.9300599,33.0029056
5368,Χανδριά,162,75,87,Λεμεσού,False,34.9443393,32.9943517
5369,Κυπερούντα,1516,737,779,Λεμεσού,False,34.9413934,32.9680834
6000,Πάφος,32892,16204,16688,Πάφου,True,34.77539489999999,32.4217786
6010,Γεροσκήπου,7878,3904,3974,Πάφου,True,34.7600248,32.4533949
6011,Κονιά,2209,1094,1115,Πάφου,False,34.7851789,32.4588099
6012,Αγία Μαρινούδα,266,139,127,Πάφου,False,34.7599385,32.475741
6014,Αχέλεια,145,78,67,Πάφου,False,34.7385788,32.4851825
6020,Χλώρακας,5356,2673,2683,Πάφου,False,34.7988017,32.4084312
6021,Λέμπα,506,235,271,Πάφου,False,34.8085959,32.4084564
6022,Έμπα,4855,2454,2401,Πάφου,False,34.8099351,32.4230508
6023,Τρεμιθούσα,1041,528,513,Πάφου,False,34.8170284,32.4460164
6024,Μέσα Χωριό,586,297,289,Πάφου,False,34.8090289,32.4616974
6025,Μεσόγη,1689,834,855,Πάφου,False,34.8153325,32.4543097
6026,Τάλα,2695,1315,1380,Πάφου,False,34.8388506,32.4348263
6027,Κισσόνεργα,2004,993,1011,Πάφου,False,34.8232973,32.4019769
6100,Κούκλια Πάφου,892,432,460,Πάφου,False,34.7085717,32.5767309
6101,Μανδριά Πάφου,893,456,437,Πάφου,False,34.7154419,32.5323996
6102,Νικόκλεια,121,52,69,Πάφου,False,34.7301801,32.5758216
6103,Σουσκιού,10,7,3,Πάφου,False,34.7332478,32.6024302
6104,Τίμη,1220,603,617,Πάφου,False,34.731714,32.5165011
6106,Αγία Βαρβάρα Πάφου,172,86,86,Πάφου,False,34.7520911,32.5105131
