geo_code,town,population,male_population,female_population,district,is_dimos,lat,lon,gm_id,english_name,turkish_name
6217,Αρμίνου,24,7,17,Πάφου,False,34.8618628,32.7205644,ChIJ9RiOwdg_5xQROLkt-VkQK_o,Arminou,Arminou
6218,Άγιος Νικόλαος Πάφου,61,30,31,Πάφου,False,34.8610893,32.7538382,ChIJJ_NNz5k_5xQR3nvpc8xSx1M,Agios Nikolaos,Esentepe
6219,Άγιος Ιωάννης Πάφου,29,12,17,Πάφου,False,34.8680543,32.6913444,ChIJzyEZORIV5xQRCZMLuk8q3nA,Ayios Ioannis,Aydın
6220,Αμαργέτη,209,83,126,Πάφου,False,34.8243445,32.5819849,ChIJ7VUdgaER5xQRp92UkMfzT1s,Amargeti,Amargeti
6221,Αγία Μαρίνα Κελοκεδάρων,37,15,22,Πάφου,False,34.8286879,32.6143271,ChIJBeVoF0UR5xQR0Fg4DxRXyLY,Agia Marina,Agia Marina
6222,Πενταλιά,63,31,32,Πάφου,False,34.8557334,32.6205763,ChIJkQpYp_MT5xQRMfBBMZ-ttyU,Pentalia,Pentalia
6223,Φάλεια,2,2,0,Πάφου,False,34.8598345,32.5892388,ChIJj37GZc4T5xQR3Wcb0rOIyQA,Faleia,Gökçebel
6224,Γαλαταριά,56,26,30,Πάφου,False,34.8767607,32.6315142,ChIJv_x8HoEU5xQRlQLAe8yfaP8,Galataria,Yoğurtçular
6225,Κοιλίνεια,39,17,22,Πάφου,False,34.8838038,32.6311071,ChIJE5gvFIMU5xQROW-KrTBrlN0,Koilineia,Koilineia
6226,Βρέτσια,1,1,0,Πάφου,False,34.8919505,32.6584646,ChIJi-GPksMU5xQRQAxPJLdfSl4,Vretsia,Dağaşan
6227,Στατός-Άγιος Φώτιος,243,106,137,Πάφου,False,34.8908714,32.6100276,ChIJb_gB9m0T5xQRBUiMwyox43s,Statos,Statos
6229,Μαμούνταλη,18,10,8,Πάφου,False,34.9182126,32.6185085,ChIJh4DYu1IT5xQRshEWw5AhtHk,Mamountali,Soğucak
6230,Πάνω Παναγιά,481,234,247,Πάφου,False,34.9183849,32.6312675,ChIJf9rKwU1r5xQRyU-Ox8F7sxE,Pano Panagia,Pano Panagia
6231,Ασπρογιά,60,31,29,Πάφου,False,34.9234331,32.6146158,ChIJgVGdZbJs5xQRcZ2fCcOPj_A,Asprogia,Aktepe
6300,Ψάθι,110,55,55,Πάφου,False,34.8991387,32.5319407,ChIJR3HTRoQN5xQRacgN5RQQev8,Psathi,Psathi
6301,Άγιος Δημητριανός,91,42,49,Πάφου,False,34.9059984,32.5491193,ChIJnV8KDI8S5xQR2BS5dzoY-OI,Agios Dimitrianos,Agios Dimitrianos
6302,Κανναβιού,175,87,88,Πάφου,False,34.9143807,32.5736517,ChIJ8f4S4twS5xQRp6lhuuvb368,Kannaviou,Kannaviou
6303,Θρινιά,55,27,28,Πάφου,False,34.9155537,32.5292338,ChIJTU8OJWUN5xQRxqPxal6ZthY,Thrinia,Thrinia
6304,Μηλιά Πάφου,14,7,7,Πάφου,False,34.9199155,32.5406498,ChIJyZlJr58S5xQRJtX1Dd71t7k,Milia,Milia
6305,Κρίτου Μαρόττου,85,46,39,Πάφου,False,34.9264302,32.5627575,ChIJ90imWcgS5xQRM_YxAlrtldY,Kritou Marottou,Kritou Marottou
6306,Φύτη,150,74,76,Πάφου,False,34.9287321,32.5437806,ChIJVbGq9LES5xQRO6msXd1mRSk,Fyti,Fyti
6307,Λάσα,67,22,45,Πάφου,False,34.9247093,32.5264217,ChIJQWFljWcN5xQRwVSi8jpgL7A,Lasa,Lasa
6308,Δρύμου,110,52,58,Πάφου,False,34.9249699,32.5138505,ChIJQSFGoBQN5xQRigiQCA3XB_c,Drymou,Drymou
6310,Σίμου,185,90,95,Πάφου,False,34.9413377,32.5043632,ChIJo8j2vToN5xQRaRikXzmbvTI,Simou,Simou
6311,Αναδιού,17,9,8,Πάφου,False,34.9441646,32.5655461,ChIJ96o4Jzpt5xQRLt2jTjPcLEs,Anadhiou,Görmeli
6312,Σαραμά,2,2,0,Πάφου,False,34.9564109,32.5293492,ChIJPf0Jd6Vy5xQRp1LucKssDoE,Sarama,Kuşluca
6313,Ευρέτου,3,1,2,Πάφου,False,34.9608642,32.4851742,ChIJt23K4ixz5xQRYVdiqtNAKaQ,Evretou,Dereboyu
6315,Φιλούσα Χρυσοχούς,31,12,19,Πάφου,False,34.9736336,32.5039406,ChIJj_nQYOhy5xQR6-XABiwIfYU,Filousa,Filousa
6318,Μελάδεια,17,9,8,Πάφου,False,34.9882599,32.5059663,ChIJCRuV8PZy5xQRPtHDBTy1Jsc,Meladeia,Malatya
6319,Μελάνδρα,2,2,0,Πάφου,False,34.9891662,32.5252841,ChIJ89aZOGNy5xQRn5pWUfjFWZ0,Melandra,Beşiktepe
6320,Λυσός,205,95,110,Πάφου,False,34.9950847,32.5118457,ChIJSRkPNVxy5xQR6nPsiq1GRVM,Lysos,Lysos
6321,Περιστερώνα Πάφου,302,151,151,Πάφου,False,34.9903928,32.4894814,ChIJh2MszQNz5xQRwiUss6zz4Ps,Peristerona,Peristerona
6330,Θελέτρα,269,130,139,Πάφου,False,34.9097587,32.4506238,ChIJnQdyb3UM5xQREWoBx9hxa_w,Theletra,Theletra
6331,Γιόλου,762,371,391,Πάφου,False,34.9220437,32.4773453,ChIJXeES2_UM5xQRdlM9Zse4O3U,Giolou,Giolou
6332,Πάνω Ακουρδάλεια,44,18,26,Πάφου,False,34.9418405,32.4442421,ChIJAdgmTqEM5xQR7drKQFX2_sM,Pano Akourdaleia,Yukarı Kardali
6333,Μηλιού,89,41,48,Πάφου,False,34.9199155,32.5406498,ChIJyZlJr58S5xQRJtX1Dd71t7k,Milia,Milia
6334,Κάτω Ακουρδάλεια,65,29,36,Πάφου,False,34.9525454,32.4510228,ChIJAdgmTqEM5xQRKye1GFrMOjk,Kato Akourdaleia,Aşağı Kardali
6335,Τέρα,36,16,20,Πάφου,False,34.9665212,32.4252917,ChIJy74U_0cL5xQR4vgrxQbKHFo,Tera,Çakırlar
6336,Κρίτου Τέρα,86,36,50,Πάφου,False,34.9563636,32.4221575,ChIJradWFhUL5xQRdO494BYHcRY,Kritou Tera,Kritou Tera
6337,Σκούλλη,65,29,36,Πάφου,False,34.9805895,32.4511485,ChIJvYg4015z5xQRs9hM8NBQo1c,Skoulli,Skoulli
6338,Χόλη,83,42,41,Πάφου,False,34.9798091,32.4432561,ChIJQxX9Dqh05xQRE-ZA787HjjI,Choli,Choli
6339,Λουκρούνου,4,2,2,Πάφου,False,34.9525261,32.4643859,ChIJOyE2m7kM5xQR7Zz06XYIf6g,Loukrounou,Olukönü
6340,Καραμούλληδες,33,17,16,Πάφου,False,34.9974219,32.4460161,ChIJ48bvnZ105xQRVTqRxje6KG4,Karamoullides,Karamulla
6341,Χρυσοχού,132,61,71,Πάφου,False,35.0028267,32.4415719,ChIJ1eJGl4R05xQRO5RlngWFrjo,Chrysochou,Altıncık
6343,Πόλις Χρυσοχούς,2018,1028,990,Πάφου,True,35.0339441,32.4253751,ChIJG4zmlxR05xQR7lc0vj1h-YQ,Poli Crysochous,Polis Crysochous
6344,Νέο Χωριό Πάφου,519,248,271,Πάφου,False,35.0262351,32.3649403,ChIJea2hkHl15xQRUNiWWiso9y4,Neo Chorio,Neo Chorio
6345,Γουδί,204,96,108,Πάφου,False,34.9917688,32.4422174,ChIJl1_l_6F05xQRPeYa8V0qi6U,Goudi,Goudi
6350,Κάτω Αρόδες,39,18,21,Πάφου,False,34.9402845,32.402483,ChIJ-XNtIKsL5xQRcNp9NnY3k4Y,Kato Arodes,Aşağı Kalkanlı
6351,Πάνω Αρόδες,135,63,72,Πάφου,False,34.9365816,32.4084331,ChIJOXmOpa4L5xQRz8u8YCVxJuI,Pano Arodes,Yukarı Kalkanlı
6352,'Ινεια,385,204,181,Πάφου,False,34.9560179,32.3929482,ChIJqXomLvsK5xQR5cJF_z1rsus,Ineia,Ineia
6353,Δρούσεια,405,205,200,Πάφου,False,34.9627965,32.3975751,ChIJ-7zq4-AK5xQR2vKa6C0aBNo,Drouseia,Drouseia
6355,Ανδρολίκου,34,23,11,Πάφου,False,34.9986703,32.3816437,ChIJBQr6njd15xQRjubkMrKBafM,Androlikou,Gündoğdu
6360,Πελαθούσα,57,29,28,Πάφου,False,35.0274576,32.4755946,ChIJBcAgfsRz5xQRvTz55AITJ5Q,Pelathousa,Karaağaç
6361,Κυνούσα,71,33,38,Πάφου,False,35.0322713,32.5072741,ChIJ7TLMHIlx5xQRHYZZF9C0fvU,Kynousa,Kynousa
6362,Μακούντα,116,68,48,Πάφου,False,35.050278,32.4862995,ChIJD-_WTnFx5xQRKOc-Jl7jBzo,Makounta,Yakacık
6363,Αργάκα,1078,556,522,Πάφου,False,35.0656694,32.4890747,ChIJ6dyG7gdx5xQRGTa8bXJr5_Y,Argaka,Argaka
6364,Γιαλιά,202,103,99,Πάφου,False,35.0959515,32.532579,ChIJI9tyTRBw5xQR108fBLVy6pI,Gialia,Yayla
6365,Αγία Μαρίνα Χρυσοχούς,647,312,335,Πάφου,False,35.119776,32.5132347,ChIJuUSLnLx65xQRhYWEs0TSmAI,Agia Marina Chrysochous,Agia Marina Chrysochous
6366,Νέα Δήμματα,50,26,24,Πάφου,False,35.1352796,32.5216363,ChIJz_RAJdt65xQRoe5ziti3GrU,Nea Dimmata,Nea Dimmata
6367,Πομός,448,233,215,Πάφου,False,35.1611706,32.5455055,ChIJ6SZ72sVk5xQR4oQyXLzAHi8,Pomos,Pomos
6368,Στενή,173,79,94,Πάφου,False,34.9982246,32.4718991,ChIJZ9pLEAtz5xQRKbn9mOItHS8,Steni,Steni
